group_key,group_by,analysis_mode,n_total,n_used,frac_clean,obs_ratio_clean,fit_ok,general_success,multg_success,G2,df,p_value,theta_general_ratio,theta_general_000,theta_general_100,theta_general_010,theta_general_001,theta_general_101,theta_multg_000,theta_multg_100,theta_multg_010,theta_multg_001,theta_multg_101
__all__,pooled,spam_corrected,142960,142960,0.9129266927811975,1.172428521449359,True,True,True,94.6286085335887,1,0.0,1.2150013422803454,0.43394608427593867,0.15834572616665302,0.19339564526991193,0.14848266238115754,0.06582988190633889,0.42752402296400854,0.16470526200252655,0.1932478150132208,0.1548618002565392,0.059661099763705004
