trial_number,experiment_name,checkpoint_path,objective,prototype_valid_far,prototype_valid_frr,prototype_valid_balanced_error,prototype_valid_gap_far_frr,dropout,base_channels,lr,weight_decay,threshold_false_accept_weight,threshold_false_reject_weight,threshold_penalty_gap
1,finetune_from_family_winner_trial_001,voice_access_files\models\finetune_from_family_winner_trial_001.pt,0.07576260634986512,0.040983606557377046,0.0379746835443038,0.03947914505084042,0.0030089230130732475,0.23727120646034777,16,0.0009123346291227039,3.108420085359682e-06,1.7018070245899701,1.2973270607627576,0.39887069032264955
0,finetune_from_family_winner_trial_000,voice_access_files\models\finetune_from_family_winner_trial_000.pt,0.08929238431209795,0.02459016393442623,0.06329113924050633,0.04394065158746628,0.038700975306080104,0.37858767423914463,48,0.00035520101324997705,0.0004436629399695339,3.739318954339453,1.2213978522265414,0.2940881386456129
3,finetune_from_family_winner_trial_003,voice_access_files\models\finetune_from_family_winner_trial_003.pt,0.10321643494500934,0.02459016393442623,0.0759493670886076,0.05026976551151691,0.05135920315418137,0.13684197597803008,32,0.00025483625698289393,1.4148467085264879e-05,4.57355665246854,1.9162400273058195,0.37637750691325245
4,finetune_from_family_winner_trial_004,voice_access_files\models\finetune_from_family_winner_trial_004.pt,0.10402573147956008,0.00819672131147541,0.08860759493670886,0.04840215812409213,0.08041087362523346,0.3495811807168445,48,0.0002117629327422142,2.0123104861591988e-05,4.94223914244282,1.279227678889714,0.45967089432222574
2,finetune_from_family_winner_trial_002,voice_access_files\models\finetune_from_family_winner_trial_002.pt,0.16136127827350075,0.09016393442622951,0.0759493670886076,0.08305665075741855,0.014214567337621914,0.3537603834205284,16,0.00026313537333223596,9.4723280305694e-06,1.9130529235158225,0.9405710695832441,0.4732320928908658
