epoch,train_loss,valid_loss,pos_weight,lr,best_threshold,best_valid_balanced_accuracy,threshold_false_accept_weight,threshold_false_reject_weight,threshold_penalty_gap,initialized_from_checkpoint
0,,0.526366439155191,7.512269938650307,0.0009123346291227039,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
1,0.6719325729640755,0.6096175798253056,7.512269938650307,0.0009123346291227039,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
2,0.5808613568168502,0.603155109814404,7.512269938650307,0.0009123346291227039,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
3,0.580635105983631,0.8786140477199389,7.512269938650307,0.0009123346291227039,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
4,0.543339773470217,0.606455084190345,7.512269938650307,0.0009123346291227039,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
5,0.5809397437014021,0.6979887977408654,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
6,0.543559621003297,1.0582653823986077,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
7,0.4891310517315392,0.6132598447681508,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
8,0.526562598975929,0.5938648196696644,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
9,0.4555874570425566,0.9861477123021783,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
10,0.4872358596217525,0.7110112599723845,7.512269938650307,0.00045616731456135195,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
11,0.4926718403841998,0.666965449462002,7.512269938650307,0.00022808365728067598,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
12,0.40016288327204214,0.7893403216808702,7.512269938650307,0.00022808365728067598,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
13,0.4094163779847257,0.8783325190290051,7.512269938650307,0.00022808365728067598,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
14,0.46927267768361547,0.6470674549632208,7.512269938650307,0.00011404182864033799,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
15,0.32977942947868827,0.9389034940998499,7.512269938650307,0.00011404182864033799,0.5700000000000001,0.9646192156048973,1.7018070245899701,1.2973270607627576,0.39887069032264955,voice_access_files\models\finetune_from_family_winner_trial_001.pt
