epoch,train_loss,valid_loss,pos_weight,lr,best_threshold,best_valid_balanced_accuracy,threshold_false_accept_weight,threshold_false_reject_weight,threshold_penalty_gap,initialized_from_checkpoint
1,1.3002490098197181,1.3863054719260781,7.512269938650307,0.00035520101324997705,0.73,0.6820398422909317,3.739318954339453,1.2213978522265414,0.2940881386456129,
2,1.1939639026624662,1.1722696368135928,7.512269938650307,0.00035520101324997705,0.5800000000000001,0.7892716331189044,3.739318954339453,1.2213978522265414,0.2940881386456129,
3,1.1417028092478847,1.1586687166008365,7.512269938650307,0.00035520101324997705,0.63,0.8153143805768832,3.739318954339453,1.2213978522265414,0.2940881386456129,
4,1.089328193986738,1.0455300480016545,7.512269938650307,0.00035520101324997705,0.54,0.8674517534758248,3.739318954339453,1.2213978522265414,0.2940881386456129,
5,1.069144060461371,2.111365254926859,7.512269938650307,0.00035520101324997705,0.54,0.8674517534758248,3.739318954339453,1.2213978522265414,0.2940881386456129,
6,1.049681270659507,1.062444989713742,7.512269938650307,0.00035520101324997705,0.54,0.8674517534758248,3.739318954339453,1.2213978522265414,0.2940881386456129,
7,1.027529766280372,0.9528599234466364,7.512269938650307,0.00035520101324997705,0.52,0.8734177215189873,3.739318954339453,1.2213978522265414,0.2940881386456129,
8,1.0076353108345926,2.5988789613657577,7.512269938650307,0.00035520101324997705,0.52,0.8734177215189873,3.739318954339453,1.2213978522265414,0.2940881386456129,
9,0.9414477134824873,0.7456955596564575,7.512269938650307,0.00035520101324997705,0.6,0.9434011205644325,3.739318954339453,1.2213978522265414,0.2940881386456129,
10,0.9294823886897113,1.6408260428477102,7.512269938650307,0.00035520101324997705,0.6,0.9434011205644325,3.739318954339453,1.2213978522265414,0.2940881386456129,
11,0.8968755949724901,1.1510971091789237,7.512269938650307,0.00035520101324997705,0.6,0.9434011205644325,3.739318954339453,1.2213978522265414,0.2940881386456129,
12,0.8637243855966104,0.8509985978127708,7.512269938650307,0.00017760050662498852,0.6,0.9434011205644325,3.739318954339453,1.2213978522265414,0.2940881386456129,
13,0.8265388403926883,0.5816105097495342,7.512269938650307,0.00017760050662498852,0.5800000000000001,0.966486822992322,3.739318954339453,1.2213978522265414,0.2940881386456129,
14,0.7438724199286453,0.5777551965347157,7.512269938650307,0.00017760050662498852,0.47000000000000003,0.9705851836480598,3.739318954339453,1.2213978522265414,0.2940881386456129,
15,0.7349184428464185,0.5909996791990864,7.512269938650307,0.00017760050662498852,0.47000000000000003,0.9705851836480598,3.739318954339453,1.2213978522265414,0.2940881386456129,
16,0.6969075751304626,0.768446749470934,7.512269938650307,0.00017760050662498852,0.47000000000000003,0.9705851836480598,3.739318954339453,1.2213978522265414,0.2940881386456129,
17,0.682700729627867,0.9894938705283618,7.512269938650307,8.880025331249426e-05,0.47000000000000003,0.9705851836480598,3.739318954339453,1.2213978522265414,0.2940881386456129,
18,0.616290358315717,0.5253035868558447,7.512269938650307,8.880025331249426e-05,0.5800000000000001,0.9579269557999585,3.739318954339453,1.2213978522265414,0.2940881386456129,
19,0.6081322509963233,0.5083165411021482,7.512269938650307,8.880025331249426e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
20,0.5629708784335369,0.6543618589824313,7.512269938650307,8.880025331249426e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
21,0.6156621322975503,0.6085215201312872,7.512269938650307,8.880025331249426e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
22,0.5051091301978171,0.5191697801060541,7.512269938650307,4.440012665624713e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
23,0.5075935338638924,0.5160788437986314,7.512269938650307,4.440012665624713e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
24,0.4936325507550626,0.580243915282513,7.512269938650307,4.440012665624713e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
25,0.5000376558518624,0.6548173207480372,7.512269938650307,2.2200063328123565e-05,0.63,0.9642560697240091,3.739318954339453,1.2213978522265414,0.2940881386456129,
